263,52429389953613
243,5457706451416
247,77865409851074
258,55278968811035
246,67882919311523
244,3835735321045
256,98256492614746
258,1615447998047
251,40619277954102
247,45821952819824
239,53866958618164
231,7788600921631
241,08529090881348
252,91061401367188
250,71954727172852
249,8147487640381
245,28098106384277
239,17818069458008
260,3442668914795
255,74374198913574
250,4134178161621
255,4945945739746
248,09765815734863
248,61383438110352
249,6335506439209
254,16231155395508
253,08990478515625
229,7985553741455
244,4922924041748
226,96566581726074
232,23137855529785
248,68202209472656
239,86315727233887
247,5273609161377
239,48049545288086
236,07110977172852
230,1170825958252
238,5258674621582
254,75335121154785
243,2117462158203
249,94444847106934
256,53910636901855
238,22259902954102
236,2816333770752
266,6478157043457
237,78223991394043
238,1002902984619
253,04412841796875
235,62240600585938
251,18517875671387
226,72700881958008
253,97753715515137
245,99432945251465
233,6108684539795
234,53950881958008
228,32250595092773
232,91945457458496
246,9170093536377
254,38427925109863
261,4622116088867
254,03380393981934
247,5876808166504
261,1520290374756
231,44841194152832
248,24953079223633
234,24983024597168
249,64380264282227
237,68997192382812
243,38507652282715
254,62746620178223
264,4062042236328
247,49159812927246
261,66558265686035
228,23095321655273
238,36779594421387
254,56690788269043
247,67208099365234
254,1790008544922
246,61946296691895
249,30667877197266
227,13017463684082
236,98973655700684
240,708589553833
256,66284561157227
247,48539924621582
231,2302589416504
238,90948295593262
224,49851036071777
235,71467399597168
250,62036514282227
256,18886947631836
235,89611053466797
242,8441047668457
242,8457736968994
251,30009651184082
250,08916854858398
245,40185928344727
239,41397666931152
249,37891960144043
262,5913619995117
245,6188201904297
233,38651657104492
255,92279434204102
235,19659042358398
231,8103313446045
240,45872688293457
257,3585510253906
247,80893325805664
251,44147872924805
240,18096923828125
237,28346824645996
256,96682929992676
252,25353240966797
253,97419929504395
245,10478973388672
256,000280380249
255,01227378845215
238,28744888305664
240,77939987182617
234,70830917358398
228,18541526794434
259,86695289611816
239,81928825378418
250,78225135803223
232,89823532104492
263,14282417297363
246,91224098205566
255,83815574645996
238,33036422729492
228,87420654296875
244,09008026123047
239,88580703735352
235,76998710632324
234,2550754547119
234,25555229187012
236,1147403717041
253,5858154296875
250,92315673828125
241,67132377624512
234,30943489074707
233,89673233032227
246,73771858215332
251,50251388549805
237,87546157836914
266,77989959716797
234,87234115600586
254,88829612731934
228,2240390777588
237,77318000793457
237,93697357177734
